Date,Temperature,Precipitation,Humidity,Wind_Speed,Daylight_Hours
3/31/2022,61,0,46,27,11
4/1/2022,67,0,39,18,11
4/2/2022,79,0,57,-29,11
4/3/2022,80,0,55,-29,11
4/4/2022,74,0,71,44,11
4/5/2022,73,0,70,-26,11
4/6/2022,78,0,68,38,11
4/7/2022,86,0,66,-14,11
4/8/2022,89,0,52,-29,11
4/9/2022,85,0,52,-18,11
4/10/2022,75,0,45,-4,11
4/11/2022,64,0,59,21,11
4/12/2022,63,0,58,4,11
4/13/2022,68,0,61,-10,11
4/14/2022,74,0,59,-1,11
4/15/2022,75,0,58,-30,11
4/16/2022,78,0,70,-4,11
4/17/2022,80,0,53,-2,12
4/18/2022,82,0,52,25,12
4/19/2022,87,0,31,-16,12
4/20/2022,86,0,35,-19,12
4/21/2022,85,0,52,-23,12
4/22/2022,82,0,63,-28,12
4/23/2022,87,0,59,-3,12
4/24/2022,98,0,45,41,12
4/25/2022,108,0,37,13,12
4/26/2022,103,0,54,44,12
4/27/2022,93,0,60,-20,12
4/28/2022,95,2,64,-9,12
4/29/2022,102,0,49,0,12
4/30/2022,102,0,60,-27,12
5/1/2022,92,0,59,4,12
5/2/2022,92,2,74,-2,12
5/3/2022,92,0,55,-3,12
5/4/2022,97,0,63,-4,12
5/5/2022,93,0,60,18,12
5/6/2022,98,0,79,29,12
5/7/2022,101,0,79,36,12
5/8/2022,107,0,82,16,12
5/9/2022,104,0,69,27,12
5/10/2022,106,0,69,43,12
5/11/2022,103,1,66,-4,12
5/12/2022,101,0,62,1,12
5/13/2022,94,0,59,24,12
5/14/2022,97,0,60,-9,12
5/15/2022,102,0,73,39,12
5/16/2022,103,0,73,30,12
5/17/2022,94,0,67,10,12
5/18/2022,98,0,58,-8,12
5/19/2022,96,0,50,32,12
5/20/2022,97,0,64,42,12
5/21/2022,94,0,74,-16,12
5/22/2022,91,0,77,-14,12
5/23/2022,99,1,74,29,12
5/24/2022,96,0,69,43,12
5/25/2022,107,0,81,10,12
5/26/2022,96,0,65,-24,12
5/27/2022,102,0,54,34,12
5/28/2022,97,0,35,-19,12
5/29/2022,102,0,35,-3,12
5/30/2022,92,0,53,30,12
5/31/2022,96,0,72,-11,12
6/1/2022,101,0,73,-10,12
6/2/2022,102,0,58,27,13
6/3/2022,100,0,37,-7,13
6/4/2022,96,0,43,17,13
6/5/2022,103,0,57,14,13
6/6/2022,98,0,59,-28,13
6/7/2022,95,0,59,14,13
6/8/2022,94,0,55,-14,13
6/9/2022,99,0,57,39,13
6/10/2022,108,0,47,-28,13
6/11/2022,109,0,35,-12,13
6/12/2022,108,0,39,42,13
6/13/2022,106,0,60,20,13
6/14/2022,98,0,77,43,13
6/15/2022,98,0,69,7,13
6/16/2022,89,0,58,-20,13
6/17/2022,91,0,42,9,13
6/18/2022,93,0,44,0,13
6/19/2022,93,0,42,35,13
6/20/2022,98,2,45,30,13
6/21/2022,89,0,46,-22,13
6/22/2022,99,0,54,-30,13
6/23/2022,102,0,49,41,13
6/24/2022,103,0,66,14,13
6/25/2022,103,0,68,1,13
6/26/2022,95,0,79,-9,13
6/27/2022,101,0,76,-3,13
6/28/2022,92,0,61,29,13
6/29/2022,93,1,62,42,13
6/30/2022,96,0,56,5,13
7/1/2022,98,0,72,4,13
7/2/2022,104,0,56,24,13
7/3/2022,103,0,53,7,13
7/4/2022,110,0,37,28,13
7/5/2022,113,0,52,4,13
7/6/2022,114,0,54,41,13
7/7/2022,106,0,72,-12,13
7/8/2022,100,0,69,26,13
7/9/2022,99,0,61,14,13
7/10/2022,104,0,52,25,13
7/11/2022,107,0,45,2,13
7/12/2022,99,0,45,37,13
7/13/2022,99,0,35,-28,13
7/14/2022,94,0,31,14,13
7/15/2022,103,0,43,-21,13
7/16/2022,99,0,50,7,13
7/17/2022,106,1,58,19,13
7/18/2022,108,0,46,15,13
7/19/2022,107,0,41,-3,13
7/20/2022,104,0,41,20,13
7/21/2022,104,0,44,9,13
7/22/2022,104,0,56,-18,13
7/23/2022,100,0,58,-7,13
7/24/2022,94,0,73,26,13
7/25/2022,97,0,68,2,13
7/26/2022,93,0,73,41,13
7/27/2022,90,0,69,-15,13
7/28/2022,83,0,78,-16,13
7/29/2022,84,0,69,11,13
7/30/2022,84,0,74,25,13
7/31/2022,92,0,54,-17,13
8/1/2022,102,0,63,-24,13
8/2/2022,110,0,62,-6,13
8/3/2022,106,0,84,-14,13
8/4/2022,105,1,72,30,13
8/5/2022,97,0,63,30,13
8/6/2022,101,0,53,29,13
8/7/2022,96,0,66,-21,13
8/8/2022,104,0,72,-2,13
8/9/2022,98,0,75,-24,13
8/10/2022,94,0,67,-17,13
8/11/2022,92,0,70,3,13
8/12/2022,89,0,62,-15,13
8/13/2022,93,0,72,43,13
8/14/2022,90,0,64,29,13
8/15/2022,96,0,67,39,13
8/16/2022,90,0,69,0,13
8/17/2022,98,0,72,-24,13
8/18/2022,101,0,80,13,13
8/19/2022,109,0,77,35,13
8/20/2022,109,0,68,-16,13
8/21/2022,105,0,70,38,12
8/22/2022,102,0,60,22,12
8/23/2022,97,0,68,38,12
8/24/2022,105,0,66,36,12
8/25/2022,103,0,73,0,12
8/26/2022,99,0,69,6,12
8/27/2022,99,0,73,7,12
8/28/2022,99,1,79,25,12
8/29/2022,96,0,84,26,12
8/30/2022,91,0,72,-14,12
8/31/2022,97,0,65,-4,12
9/1/2022,104,0,48,-7,12
9/2/2022,104,0,49,31,12
9/3/2022,97,1,40,-23,12
9/4/2022,91,0,59,6,12
9/5/2022,90,0,65,-15,12
9/6/2022,90,0,64,-23,12
9/7/2022,97,0,48,12,12
9/8/2022,98,0,52,3,12
9/9/2022,100,0,49,-5,12
9/10/2022,98,0,56,-8,12
9/11/2022,97,0,54,-26,12
9/12/2022,98,2,66,16,12
9/13/2022,98,0,75,43,12
9/14/2022,96,0,72,45,12
9/15/2022,92,0,67,-12,12
9/16/2022,84,0,49,-23,12
9/17/2022,72,0,41,24,12
9/18/2022,65,0,36,-15,12
9/19/2022,64,0,53,24,12
9/20/2022,68,0,66,29,12
9/21/2022,72,0,64,45,12
9/22/2022,73,0,50,14,12
9/23/2022,72,0,32,29,12
9/24/2022,62,4,49,-26,12
9/25/2022,52,0,52,-18,12
9/26/2022,54,0,54,-10,12
9/27/2022,64,0,54,30,11
9/28/2022,67,0,51,10,11
9/29/2022,61,0,71,-28,11
9/30/2022,55,0,72,-29,11
10/1/2022,54,0,79,-27,11
10/2/2022,53,4,70,32,11
10/3/2022,58,0,64,-25,11
10/4/2022,64,0,69,-23,11
10/5/2022,66,0,65,20,11
10/6/2022,61,0,56,-20,11
10/7/2022,53,0,59,-29,11
10/8/2022,54,2,66,-8,11
10/9/2022,58,0,75,30,11
10/10/2022,64,0,77,5,11
10/11/2022,67,0,62,-16,11
10/12/2022,62,0,53,42,11
10/13/2022,61,0,45,41,11
10/14/2022,62,0,63,18,11
10/15/2022,60,2,59,7,11
10/16/2022,61,0,65,9,11
10/17/2022,53,0,46,9,11
10/18/2022,58,0,64,42,11
10/19/2022,53,0,61,8,11
10/20/2022,54,0,70,-8,11
10/21/2022,53,3,63,-19,11
10/22/2022,52,0,58,-9,11
10/23/2022,61,0,57,-8,11
10/24/2022,60,5,53,38,11
10/25/2022,70,0,60,-25,11
10/26/2022,69,3,51,35,11
10/27/2022,66,0,45,37,11
10/28/2022,65,0,33,9,11
10/29/2022,64,0,53,27,10
10/30/2022,66,0,61,27,10
10/31/2022,66,0,77,-1,10
11/1/2022,60,0,75,-21,10
11/2/2022,65,0,80,-18,10
11/3/2022,59,0,64,-5,10
11/4/2022,64,0,62,-5,10
11/5/2022,59,0,65,19,10
11/6/2022,64,0,66,15,10
11/7/2022,58,0,64,-16,10
11/8/2022,61,2,49,25,10
11/9/2022,64,0,59,-23,10
11/10/2022,73,0,56,-22,10
11/11/2022,68,0,53,24,10
11/12/2022,63,0,39,14,10
11/13/2022,60,0,49,27,10
11/14/2022,61,0,56,-12,10
11/15/2022,64,3,73,24,10
11/16/2022,62,0,71,-17,10
11/17/2022,67,0,79,-2,10
11/18/2022,64,0,64,43,10
11/19/2022,67,0,51,12,10
11/20/2022,68,0,42,0,10
11/21/2022,66,0,61,37,10
11/22/2022,63,0,68,11,10
11/23/2022,55,0,84,-24,10
11/24/2022,53,0,67,33,10
11/25/2022,51,0.1,61,-19,10
11/26/2022,55,3,61,18,10
11/27/2022,60,0,76,10,10
11/28/2022,67,0,75,14,10
11/29/2022,71,0,70,40,10
11/30/2022,70,0,61,2,10
12/1/2022,63,0,61,-17,10
12/2/2022,60,0,66,-10,10
12/3/2022,58,3,68,-21,10
12/4/2022,55,0,67,-22,10
12/5/2022,59,0,53,33,10
12/6/2022,66,0,57,37,10
12/7/2022,73,0,70,-11,10
12/8/2022,68,0,74,-21,10
12/9/2022,64,0,56,-27,10
12/10/2022,61,1,41,-16,10
12/11/2022,61,0,46,35,10
12/12/2022,56,0,68,13,10
12/13/2022,54,0,83,-11,10
12/14/2022,48,0,73,-22,10
12/15/2022,47,2,56,-3,10
12/16/2022,56,0,40,-27,10
12/17/2022,61,0,43,-19,10
12/18/2022,68,0,48,8,10
12/19/2022,58,2,65,-13,10
12/20/2022,53,0,75,-15,10
12/21/2022,50,0,85,-15,10
12/22/2022,53,0,66,-2,10
12/23/2022,60,1,61,-10,10
12/24/2022,64,0,54,-20,10
12/25/2022,66,0.1,62,24,10
12/26/2022,68,0,67,-11,10
12/27/2022,71,3,56,-29,10
12/28/2022,75,0,62,27,10
12/29/2022,73,0,54,-30,10
12/30/2022,66,0,61,18,10
12/31/2022,61,4,67,11,10
