Date,Temperature ,Precipitation ,Humidity,Wind_Speed,Daylight_Hours
5/30/2022,81,0,58,42,12
5/31/2022,78,0,49,-7,12
6/1/2022,78,0,50,27,12
6/2/2022,78,0,69,-19,13
6/3/2022,77,0,71,-15,13
6/4/2022,71,0,56,14,13
6/5/2022,71,0,50,-22,13
6/6/2022,74,0,48,1,13
6/7/2022,81,0,41,24,13
6/8/2022,83,0,41,34,13
6/9/2022,84,0,49,-24,13
6/10/2022,82,0,57,38,13
6/11/2022,82,0,46,14,13
6/12/2022,75,0,50,2,13
6/13/2022,68,0,64,45,13
6/14/2022,64,0,75,41,13
6/15/2022,67,0,69,36,13
6/16/2022,70,0,67,15,13
6/17/2022,72,0,74,19,13
6/18/2022,73,0,81,17,13
6/19/2022,76,0,68,9,13
6/20/2022,78,0,59,-28,13
6/21/2022,79,0,57,20,13
6/22/2022,81,0,62,-8,13
6/23/2022,83,0,57,19,13
6/24/2022,83,0,49,45,13
6/25/2022,81,0,44,-20,13
6/26/2022,78,0,58,-20,13
6/27/2022,78,0,71,-20,13
6/28/2022,81,0,84,43,13
6/29/2022,83,0,74,-3,13
6/30/2022,81,0,55,32,13
7/1/2022,83,0,38,-18,13
7/2/2022,87,0,49,22,13
7/3/2022,93,0,51,6,13
7/4/2022,94,0,71,36,13
7/5/2022,95,0,53,30,13
7/6/2022,96,0,61,32,13
7/7/2022,97,0,57,-23,13
7/8/2022,98,0,64,12,13
7/9/2022,99,0,62,25,13
7/10/2022,99,0,44,-14,13
7/11/2022,99,0,44,6,13
7/12/2022,98,0,55,6,13
7/13/2022,97,0,59,20,13
7/14/2022,96,0,64,7,13
7/15/2022,95,0,49,45,13
7/16/2022,94,0,60,11,13
7/17/2022,93,0,52,7,13
7/18/2022,92,0,71,2,13
7/19/2022,91,0,61,24,13
7/20/2022,90,0,72,28,13
7/21/2022,89,0,60,-22,13
7/22/2022,88,0,58,-3,13
7/23/2022,87,0,53,-30,13
7/24/2022,86,0,49,-18,13
7/25/2022,85,0,60,25,13
7/26/2022,84,0,52,-16,13
7/27/2022,83,0,63,41,13
7/28/2022,82,0,69,28,13
7/29/2022,81,0,81,16,13
7/30/2022,80,0,63,30,13
7/31/2022,79,0,51,-17,13
8/1/2022,83,0,49,13,13
8/2/2022,87,0,52,4,13
8/3/2022,92,0,62,20,13
8/4/2022,93,0,55,25,13
8/5/2022,94,0,71,-18,13
8/6/2022,95,0,75,27,13
8/7/2022,96,0,81,28,13
8/8/2022,97,0,70,-5,13
8/9/2022,98,0,65,32,13
8/10/2022,98,0,56,16,13
8/11/2022,98,0,66,26,13
8/12/2022,97,0,53,-7,13
8/13/2022,96,0,60,31,13
8/14/2022,95,0,60,1,13
8/15/2022,94,0,79,-11,13
8/16/2022,93,0,77,3,13
8/17/2022,92,0,81,-11,13
8/18/2022,91,0,59,-5,13
8/19/2022,90,0,50,24,13
8/20/2022,89,0,41,-2,13
8/21/2022,88,0,45,12,12
8/22/2022,87,0,55,31,12
8/23/2022,86,0,49,19,12
8/24/2022,85,0,62,9,12
8/25/2022,84,0,58,25,12
8/26/2022,83,0,57,-4,12
8/27/2022,82,0,50,31,12
8/28/2022,81,0,63,-19,12
8/29/2022,80,0,77,14,12
8/30/2022,79,0,88,6,12
8/31/2022,78,0,76,-24,12
9/1/2022,79,0,80,-7,12
9/2/2022,78,0,70,23,12
9/3/2022,77,0,77,13,12
9/4/2022,71,0,60,-26,12
9/5/2022,71,0,49,-16,12
9/6/2022,74,0,41,21,12
9/7/2022,81,0,40,-5,12
9/8/2022,83,0,41,-4,12
9/9/2022,84,0,54,40,12
9/10/2022,82,0,66,33,12
9/11/2022,82,0,86,40,12
9/12/2022,75,0,67,16,12
9/13/2022,68,3.9,69,15,12
9/14/2022,64,4.1,56,26,12
9/15/2022,67,0,73,-15,12
9/16/2022,70,0,60,2,12
9/17/2022,72,0,73,20,12
9/18/2022,73,0,69,11,12
9/19/2022,76,0.7,77,13,12
9/20/2022,78,0,64,-15,12
9/21/2022,79,0,67,-29,12
9/22/2022,81,0,74,-7,12
9/23/2022,83,0,88,10,12
9/24/2022,83,0,70,-6,12
9/25/2022,81,0,62,22,12
9/26/2022,78,0,62,10,12
9/27/2022,78,0,69,2,11
9/28/2022,81,0,79,13,11
9/29/2022,83,2.2,60,-23,11
9/30/2022,81,0,60,18,11
10/1/2022,81,0.3,60,37,11
10/2/2022,81,0,62,-9,11
10/3/2022,84,0,61,-16,11
10/4/2022,83,0,61,-18,11
10/5/2022,82,0,67,-29,11
10/6/2022,81,0,80,4,11
10/7/2022,80,0,74,25,11
10/8/2022,79,0,80,35,11
10/9/2022,78,0,65,38,11
10/10/2022,77,0,70,-14,11
10/11/2022,76,1,75,2,11
10/12/2022,75,0,73,0,11
10/13/2022,74,0,74,-4,11
10/14/2022,73,0.3,60,33,11
10/15/2022,72,0,58,19,11
10/16/2022,71,0,59,37,11
10/17/2022,70,0,68,-5,11
10/18/2022,69,0,69,-24,11
10/19/2022,68,0,51,-14,11
10/20/2022,67,0,43,1,11
10/21/2022,66,0,40,-3,11
10/22/2022,65,0,41,-16,11
10/23/2022,64,0.7,40,30,11
10/24/2022,63,0,44,-26,11
10/25/2022,62,0,59,32,11
10/26/2022,61,0,60,-17,11
10/27/2022,60,3.6,75,25,11
10/28/2022,59,0,58,-19,11
10/29/2022,58,0,65,-14,10
10/30/2022,57,0,63,-25,10
10/31/2022,56,0,62,24,10
11/1/2022,50,0,58,18,10
11/2/2022,44,0,41,-27,10
11/3/2022,46,0.7,48,9,10
11/4/2022,51,0,38,-30,10
11/5/2022,60,0,44,-2,10
11/6/2022,53,0,40,22,10
11/7/2022,49,0,49,18,10
11/8/2022,49,0,57,15,10
11/9/2022,56,0,57,-11,10
11/10/2022,56,0,61,16,10
11/11/2022,48,0.9,58,38,10
11/12/2022,40,0,65,28,10
11/13/2022,41,0,56,0,10
11/14/2022,44,0,51,42,10
11/15/2022,53,0,42,25,10
11/16/2022,54,0,52,19,10
11/17/2022,56,0,51,-15,10
11/18/2022,50,0,59,-17,10
11/19/2022,54,0,52,-25,10
11/20/2022,47,0,56,1,10
11/21/2022,48,1,43,-27,10
11/22/2022,48,0,42,5,10
11/23/2022,53,0,37,-24,10
11/24/2022,59,0,51,16,10
11/25/2022,59,1.3,57,27,10
11/26/2022,62,0,67,-27,10
11/27/2022,59,0.1,53,29,10
11/28/2022,58,0,57,13,10
11/29/2022,57,0,49,-10,10
11/30/2022,56,0,52,-5,10
12/1/2022,55,0,56,-16,10
12/2/2022,56,0,54,10,10
12/3/2022,51,0,52,-29,10
12/4/2022,50,0,34,-12,10
12/5/2022,47,0,35,-20,10
12/6/2022,48,0.9,46,-5,10
12/7/2022,50,0,43,-2,10
12/8/2022,46,0,55,-27,10
12/9/2022,55,0,58,-13,10
12/10/2022,55,0,73,24,10
12/11/2022,59,0,58,18,10
12/12/2022,56,0,49,21,10
12/13/2022,53,0,48,44,10
12/14/2022,48,0,68,42,10
12/15/2022,50,0,81,-6,10
12/16/2022,46,0,81,10,10
12/17/2022,55,0,78,12,10
12/18/2022,54,2.3,58,6,10
12/19/2022,53,0,49,33,10
12/20/2022,45,0.1,31,5,10
12/21/2022,45,2,34,28,10
12/22/2022,46,1,52,-12,10
12/23/2022,55,1,72,21,10
12/24/2022,50,0,84,19,10
12/25/2022,48,0,65,42,10
12/26/2022,41,3,53,10,10
12/27/2022,48,0,47,-7,10
12/28/2022,55,1,57,43,10
12/29/2022,60,3,66,28,10
12/30/2022,58,3,65,29,10
12/31/2022,53,1,76,-30,10
