Date,Temperature,Precipitation,Humidity,Wind_Speed,Daylight_Hours
11/27/2022,57,0,67,-20,10
11/28/2022,56,2,61,2,10
11/29/2022,55,1,70,37,10
11/30/2022,54,2,55,-7,10
12/1/2022,56,1,66,9,10
12/2/2022,59,0,53,22,10
12/3/2022,62,0,70,10,10
12/4/2022,62,3,55,19,10
12/5/2022,61,0,60,40,10
12/6/2022,60,2,63,-5,10
12/7/2022,59,2,64,-12,10
12/8/2022,58,3,71,38,10
12/9/2022,57,0,57,37,10
12/10/2022,56,0,67,22,10
12/11/2022,55,0,53,-2,10
12/12/2022,54,3,63,16,10
12/13/2022,53,3,48,42,10
12/14/2022,52,0,47,36,10
12/15/2022,51,2,44,45,10
12/16/2022,50,3,48,-13,10
12/17/2022,49,2,48,-28,10
12/18/2022,48,2,57,-14,10
12/19/2022,47,1,54,2,10
12/20/2022,46,3,72,-17,10
12/21/2022,45,3,62,8,10
12/22/2022,44,3,71,-22,10
12/23/2022,43,3,68,45,10
12/24/2022,42,1,71,12,10
12/25/2022,41,1,61,-20,10
12/26/2022,40,3,59,-24,10
12/27/2022,39,1,65,-1,10
12/28/2022,38,2,62,-15,10
12/29/2022,37,0,66,3,10
12/30/2022,36,2,53,-25,10
12/31/2022,35,3,73,34,10
