Date,Temperature ,Precipitation ,Humidity,Wind_Speed,Daylight_hours
4/5/2022,67,3,69,6,11
4/6/2022,70,3,51,44,11
4/7/2022,79,0,38,-11,11
4/8/2022,76,1,41,19,11
4/9/2022,70,0,60,18,11
4/10/2022,68,1,52,23,11
4/11/2022,71,2,57,8,11
4/12/2022,75,3,49,12,11
4/13/2022,70,4,62,1,11
4/14/2022,71,3,54,45,11
4/15/2022,70,2,59,1,11
4/16/2022,75,1,49,37,11
4/17/2022,75,2,51,42,12
4/18/2022,78,4,47,-13,12
4/19/2022,80,1,47,-14,12
4/20/2022,77,2,62,-26,12
4/21/2022,73,4,61,22,12
4/22/2022,73,3,70,0,12
4/23/2022,73,0,52,42,12
4/24/2022,75,2,45,13,12
4/25/2022,70,4,44,10,12
4/26/2022,69,2,40,23,12
4/27/2022,74,2,46,-6,12
4/28/2022,75,3,37,-12,12
4/29/2022,73,1,52,37,12
4/30/2022,67,1,59,29,12
5/1/2022,73,2,56,17,12
5/2/2022,78,1,53,3,12
5/3/2022,83,0,54,-16,12
5/4/2022,84,1,77,-26,12
5/5/2022,87,4,66,44,12
5/6/2022,88,0,65,39,12
5/7/2022,85,1,54,36,12
5/8/2022,89,1,72,-5,12
5/9/2022,92,1,72,36,12
5/10/2022,99,0,65,28,12
5/11/2022,93,4,61,33,12
5/12/2022,88,4,55,38,12
5/13/2022,93,1,68,44,12
5/14/2022,99,0,77,-2,12
5/15/2022,112,0,71,-23,12
5/16/2022,108,4,72,2,12
5/17/2022,101,2,63,24,12
5/18/2022,89,2,78,17,12
5/19/2022,88,1,72,-8,12
5/20/2022,91,4,60,-12,12
5/21/2022,100,1,48,30,12
5/22/2022,95,1,51,30,12
5/23/2022,99,1,57,13,12
5/24/2022,95,0,57,-25,12
5/25/2022,99,2,60,-14,12
5/26/2022,99,2,70,-26,12
5/27/2022,96,0,82,22,12
5/28/2022,88,1,80,-28,12
5/29/2022,82,0,63,9,12
5/30/2022,87,1,59,-26,12
5/31/2022,88,4,42,15,12
6/1/2022,93,3,59,-8,12
6/2/2022,99,4,59,5,13
6/3/2022,105,1,69,19,13
6/4/2022,107,0,63,-16,13
6/5/2022,96,2,69,21,13
6/6/2022,97,1,66,-7,13
6/7/2022,88,4,70,39,13
6/8/2022,92,4,64,-13,13
6/9/2022,91,4,59,20,13
6/10/2022,98,3,54,45,13
6/11/2022,94,2,49,44,13
6/12/2022,95,1,56,16,13
6/13/2022,87,1,55,1,13
6/14/2022,88,3,56,-1,13
6/15/2022,83,0,56,28,13
6/16/2022,90,4,47,-24,13
6/17/2022,87,3,50,-3,13
6/18/2022,86,0,41,29,13
6/19/2022,79,1,48,44,13
6/20/2022,86,3,54,-17,13
6/21/2022,90,2,63,32,13
6/22/2022,100,4,70,-7,13
6/23/2022,103,0,68,28,13
6/24/2022,109,3,61,-29,13
6/25/2022,102,0,51,-13,13
6/26/2022,100,3,43,39,13
6/27/2022,90,1,44,5,13
6/28/2022,94,4,45,-29,13
6/29/2022,98,1,43,-27,13
6/30/2022,107,0,50,16,13
7/1/2022,105,4,57,20,13
7/2/2022,100,1,59,36,13
7/3/2022,95,4,51,3,13
7/4/2022,100,4,47,1,13
7/5/2022,100,2,57,29,13
7/6/2022,107,2,74,37,13
7/7/2022,100,3,72,41,13
7/8/2022,105,3,75,2,13
7/9/2022,103,0,67,-25,13
7/10/2022,100,3,76,3,13
7/11/2022,96,1,64,9,13
7/12/2022,86,2,61,-7,13
7/13/2022,87,3,53,35,13
7/14/2022,91,2,49,32,13
7/15/2022,99,0,43,13,13
7/16/2022,102,2,37,2,13
7/17/2022,91,2,48,2,13
7/18/2022,87,2,57,-18,13
7/19/2022,84,2,77,28,13
7/20/2022,94,0,78,-29,13
7/21/2022,88,1,81,6,13
7/22/2022,94,0,79,-11,13
7/23/2022,96,2,66,9,13
7/24/2022,102,0,68,45,13
7/25/2022,103,0,59,7,13
7/26/2022,101,0,74,39,13
7/27/2022,106,3,76,27,13
7/28/2022,103,0,74,8,13
7/29/2022,99,2,64,40,13
7/30/2022,95,1,45,11,13
7/31/2022,90,3,58,18,13
8/1/2022,89,0,60,18,13
8/2/2022,89,0,79,21,13
8/3/2022,95,0,62,-20,13
8/4/2022,98,0,66,4,13
8/5/2022,93,4,44,-26,13
8/6/2022,93,3,49,11,13
8/7/2022,89,4,41,44,13
8/8/2022,91,0,51,-18,13
8/9/2022,96,2,58,17,13
8/10/2022,92,0,51,35,13
8/11/2022,90,1,63,-14,13
8/12/2022,82,4,49,38,13
8/13/2022,85,0,53,34,13
8/14/2022,87,0,44,23,13
8/15/2022,86,3,50,-23,13
8/16/2022,92,1,60,11,13
8/17/2022,88,3,49,-5,13
8/18/2022,95,2,54,35,13
8/19/2022,97,2,54,-2,13
8/20/2022,109,1,67,10,13
8/21/2022,102,0,67,23,12
8/22/2022,99,3,75,29,12
8/23/2022,97,3,70,0,12
8/24/2022,101,1,79,-14,12
8/25/2022,93,3,71,31,12
8/26/2022,85,2,74,-13,12
8/27/2022,80,1,65,-9,12
8/28/2022,81,3,74,3,12
8/29/2022,81,1,79,-24,12
8/30/2022,83,0,69,-16,12
8/31/2022,84,0,55,-3,12
9/1/2022,90,1,45,3,12
9/2/2022,94,2,45,-10,12
9/3/2022,99,0,42,-14,12
9/4/2022,92,1,37,45,12
9/5/2022,97,0,53,9,12
9/6/2022,93,2,49,-6,12
9/7/2022,100,3,61,13,12
9/8/2022,88,2,47,13,12
9/9/2022,84,2,51,4,12
9/10/2022,88,0,49,5,12
9/11/2022,93,4,45,-19,12
9/12/2022,101,2,47,6,12
9/13/2022,101,2,36,-5,12
9/14/2022,105,0,55,0,12
9/15/2022,102,3,63,16,12
9/16/2022,101,4,61,12,12
9/17/2022,100,1,48,44,12
9/18/2022,105,1,45,37,12
9/19/2022,94,4,49,23,12
9/20/2022,90,3,54,22,12
9/21/2022,90,0,42,-26,12
9/22/2022,91,1,46,-10,12
9/23/2022,93,1,47,-30,12
9/24/2022,91,1,58,22,12
9/25/2022,100,2,60,-9,12
9/26/2022,102,0,58,-10,12
9/27/2022,97,3,69,-17,11
9/28/2022,87,1,65,-8,11
9/29/2022,81,2,71,-25,11
9/30/2022,89,1,67,5,11
10/1/2022,97,3,66,25,11
10/2/2022,101,1,72,9,11
10/3/2022,94,1,57,39,11
10/4/2022,98,0,61,24,11
10/5/2022,96,3,44,-2,11
10/6/2022,104,3,53,21,11
10/7/2022,99,2,64,3,11
10/8/2022,96,0,72,21,11
10/9/2022,91,3,65,22,11
10/10/2022,88,0,61,5,11
10/11/2022,91,1,68,38,11
10/12/2022,88,2,72,-27,11
10/13/2022,87,3,68,3,11
10/14/2022,86,1,64,6,11
10/15/2022,85,4,62,44,11
10/16/2022,84,2,66,29,11
10/17/2022,83,0,61,-23,11
10/18/2022,82,1,58,-25,11
10/19/2022,81,2,48,34,11
10/20/2022,80,2,39,18,11
10/21/2022,79,3,35,31,11
10/22/2022,78,0,38,-22,11
10/23/2022,77,1,56,33,11
10/24/2022,76,3,69,-5,11
10/25/2022,75,3,64,-19,11
10/26/2022,74,1,66,-24,11
10/27/2022,73,2,59,-4,11
10/28/2022,72,1,67,-14,11
10/29/2022,71,3,45,-27,10
10/30/2022,70,3,60,19,10
10/31/2022,69,1,65,7,10
11/1/2022,68,1,83,-7,10
11/2/2022,67,2,82,15,10
11/3/2022,66,4,71,-16,10
11/4/2022,65,1,65,-16,10
11/5/2022,64,2,57,36,10
11/6/2022,63,2,58,26,10
11/7/2022,62,4,62,-16,10
11/8/2022,61,4,64,-23,10
11/9/2022,60,0,61,-16,10
11/10/2022,59,4,56,-2,10
11/11/2022,58,4,58,11,10
11/12/2022,57,2,78,32,10
11/13/2022,56,3,76,-30,10
11/14/2022,55,0,60,21,10
11/15/2022,54,3,49,-1,10
11/16/2022,53,1,63,22,10
11/17/2022,52,3,81,25,10
11/18/2022,51,2,74,28,10
11/19/2022,50,2,64,34,10
11/20/2022,49,4,53,19,10
11/21/2022,48,2,68,-10,10
11/22/2022,47,1,65,-3,10
11/23/2022,46,4,73,4,10
11/24/2022,45,3,74,-26,10
11/25/2022,44,4,76,21,10
11/26/2022,43,3,80,28,10
11/27/2022,42,4,69,20,10
11/28/2022,41,0,63,-28,10
11/29/2022,40,0,51,30,10
11/30/2022,39,1,47,-28,10
2/1/2022,38,2,55,-30,10
12/2/2022,38,1,58,2,10
12/3/2022,37,0,72,11,10
12/4/2022,36,3,69,35,10
12/5/2022,35,1,73,-21,10
12/6/2022,34,3,73,35,10
12/7/2022,33,3,74,30,10
12/8/2022,32,4,72,11,10
12/9/2022,31,2,59,30,10
12/10/2022,30,2,56,14,10
12/11/2022,29,0,56,9,10
12/12/2022,28,4,61,-2,10
12/13/2022,27,4,74,16,10
12/14/2022,26,0,83,0,10
12/15/2022,25,0,78,-23,10
12/16/2022,24,4,68,7,10
12/17/2022,33,1,49,45,10
12/18/2022,22,2,62,0,10
12/19/2022,21,1,53,-13,10
12/20/2022,20,0,58,6,10
12/21/2022,22,3,41,-28,10
12/22/2022,25,1,44,-28,10
12/23/2022,17,2,39,-14,10
12/24/2022,22,0,45,-19,10
12/25/2022,15,1,48,36,10
12/26/2022,20,0,52,-5,10
12/27/2022,22,0,43,42,10
12/28/2022,33,3,49,43,10
12/29/2022,31,3,59,15,10
12/30/2022,30,3,60,33,10
12/31/2022,28,2,56,-7,10
