Date,Temperature,Precipitation,Humidity,Wind_Speed,Daylight_Hours
7/18/2022,107,0,58,-7,13
7/19/2022,98,2,60,45,13
7/20/2022,86,4,53,35,13
7/21/2022,92,3,60,-2,13
7/22/2022,88,5,61,-28,13
7/23/2022,95,0,75,0,13
7/24/2022,89,3,61,-30,13
7/25/2022,95,3,53,12,13
7/26/2022,98,0,50,39,13
7/27/2022,97,5,51,27,13
7/28/2022,92,3,65,-12,13
7/29/2022,92,2,74,-28,13
7/30/2022,96,1,69,-16,13
7/31/2022,104,0,52,40,13
8/1/2022,108,4,40,25,13
8/2/2022,112,2,58,36,13
8/3/2022,113,4,77,43,13
8/4/2022,102,5,80,38,13
8/5/2022,99,1,78,-13,13
8/6/2022,96,2,74,-13,13
8/7/2022,95,4,74,-9,13
8/8/2022,86,5,74,11,13
8/9/2022,83,0,61,-6,13
8/10/2022,86,3,51,-12,13
8/11/2022,88,1,48,-27,13
8/12/2022,84,0,52,15,13
8/13/2022,85,5,52,-21,13
8/14/2022,93,2,52,-24,13
8/15/2022,93,4,52,30,13
8/16/2022,92,5,58,37,13
8/17/2022,93,0,48,-11,13
8/18/2022,96,4,60,-21,13
8/19/2022,96,2,71,45,13
8/20/2022,98,2,71,44,13
8/21/2022,102,4,48,-30,12
8/22/2022,105,1,36,28,12
8/23/2022,96,5,45,12,12
8/24/2022,98,4,49,10,12
8/25/2022,100,4,62,-1,12
8/26/2022,103,2,59,35,12
8/27/2022,92,0,77,43,12
8/28/2022,91,3,71,8,12
8/29/2022,96,4,78,31,12
8/30/2022,104,4,64,-25,12
8/31/2022,98,1,67,39,12
9/1/2022,93,4,57,-25,12
9/2/2022,96,3,58,37,12
9/3/2022,103,1,54,37,12
9/4/2022,97,0,49,40,12
9/5/2022,90,4,56,-8,12
9/6/2022,87,0,49,-2,12
9/7/2022,94,4,57,-10,12
9/8/2022,99,4,42,31,12
9/9/2022,100,1,57,14,12
9/10/2022,97,3,54,4,12
9/11/2022,99,2,61,24,12
9/12/2022,95,0,49,-15,12
9/13/2022,103,4,55,-1,12
9/14/2022,92,4,57,-4,12
9/15/2022,98,5,65,-6,12
9/16/2022,95,0,57,29,12
9/17/2022,106,4,46,17,12
9/18/2022,99,2,43,10,12
9/19/2022,97,4,46,-1,12
9/20/2022,94,1,66,36,12
9/21/2022,100,1,75,30,12
9/22/2022,95,1,85,-10,12
9/23/2022,99,2,79,41,12
9/24/2022,100,3,63,-15,12
9/25/2022,108,4,60,16,12
9/26/2022,105,4,51,8,12
9/27/2022,98,0,54,21,11
9/28/2022,90,0,46,1,11
9/29/2022,84,2,47,-2,11
9/30/2022,91,2,56,16,11
10/1/2022,95,3,57,-7,11
10/2/2022,94,3,55,-16,11
10/3/2022,96,1,40,-25,11
10/4/2022,97,0,51,7,11
10/5/2022,100,2,50,-22,11
10/6/2022,96,0,45,40,11
10/7/2022,91,0,50,27,11
10/8/2022,86,4,53,16,11
10/9/2022,79,2,54,3,11
10/10/2022,73,0,37,-22,11
10/11/2022,68,4,50,-30,11
10/12/2022,63,5,71,31,11
10/13/2022,58,4,82,3,11
10/14/2022,60,5,77,23,11
10/15/2022,66,5,69,20,11
10/16/2022,76,3,77,22,11
10/17/2022,82,0,74,22,11
10/18/2022,87,1,80,9,11
10/19/2022,91,5,80,18,11
10/20/2022,91,0,84,8,11
10/21/2022,86,3,80,-30,11
10/22/2022,79,3,81,34,11
10/23/2022,73,3,80,36,11
10/24/2022,68,3,84,-28,11
10/25/2022,63,4,77,-13,11
10/26/2022,60,1,80,10,11
10/27/2022,56,2,60,16,11
10/28/2022,55,0,51,-16,11
10/29/2022,55,3,36,21,10
10/30/2022,58,5,53,0,10
10/31/2022,63,5,59,17,10
11/1/2022,66,0,56,-29,10
11/2/2022,70,4,47,-7,10
11/3/2022,73,4,57,7,10
11/4/2022,76,0,63,-16,10
11/5/2022,75,4,60,-16,10
11/6/2022,72,4,48,5,10
11/7/2022,67,1,56,14,10
11/8/2022,63,0,56,33,10
11/9/2022,58,2,60,6,10
11/10/2022,55,2,51,-11,10
11/11/2022,55,3,66,-10,10
11/12/2022,58,4,73,13,10
11/13/2022,63,4,76,34,10
11/14/2022,68,1,73,-15,10
11/15/2022,73,0,68,-7,10
11/16/2022,76,2,63,34,10
11/17/2022,75,0,51,43,10
11/18/2022,72,5,42,21,10
11/19/2022,67,2,53,11,10
11/20/2022,63,0,64,12,10
11/21/2022,58,4,64,40,10
11/22/2022,55,5,59,-20,10
11/23/2022,55,3,44,21,10
11/24/2022,58,3,40,25,10
11/25/2022,63,3,38,-18,10
11/26/2022,66,4,57,-17,10
11/27/2022,70,4,62,4,10
11/28/2022,73,5,71,-26,10
11/29/2022,76,1,50,-17,10
11/30/2022,75,2,61,23,10
12/1/2022,73,2,54,4,10
12/2/2022,70,2,60,18,10
12/3/2022,67,2,43,21,10
12/4/2022,63,4,49,-13,10
12/5/2022,58,4,65,-23,10
12/6/2022,55,4,73,17,10
12/7/2022,55,5,71,12,10
12/8/2022,58,2,65,-26,10
12/9/2022,63,5,75,1,10
12/10/2022,68,0,68,-27,10
12/11/2022,73,4,52,-14,10
12/12/2022,76,2,42,40,10
12/13/2022,75,5,42,12,10
12/14/2022,72,4,43,22,10
12/15/2022,67,1,36,5,10
12/16/2022,63,3,43,-27,10
12/17/2022,58,1,42,-14,10
12/18/2022,55,2,43,3,10
12/19/2022,55,4,33,35,10
12/20/2022,58,2,47,-6,10
12/21/2022,63,4,48,44,10
12/22/2022,68,3,58,-6,10
12/23/2022,73,4,58,-3,10
12/24/2022,76,3,54,25,10
12/25/2022,75,1,59,45,10
12/26/2022,72,4,49,1,10
12/27/2022,67,3,48,-15,10
12/28/2022,63,4,35,12,10
12/29/2022,58,0,45,45,10
12/30/2022,55,1,52,0,10
12/31/2022,53,3,49,1,10
