Date,Temperature,Precipitation,Humidity,Wind_Speed,Daylight_Hours
10/10/2022,99,4,79,10,11
10/11/2022,94,2,68,19,11
10/12/2022,75,0,52,34,11
10/13/2022,70,2,33,8,11
10/14/2022,62,1,54,40,11
10/15/2022,68,1,56,38,11
10/16/2022,60,3,58,17,11
10/17/2022,63,5,37,-28,11
10/18/2022,56,5,55,7,11
10/19/2022,53,3,58,-6,11
10/20/2022,55,4,57,11,11
10/21/2022,64,0,58,-13,11
10/22/2022,76,5,51,23,11
10/23/2022,70,0,58,28,11
10/24/2022,70,0,56,-22,11
10/25/2022,66,4,59,23,11
10/26/2022,70,5,63,26,11
10/27/2022,68,2,57,-7,11
10/28/2022,69,0,60,16,11
10/29/2022,69,2,51,-5,10
10/30/2022,73,5,44,18,10
10/31/2022,65,4,43,8,10
11/1/2022,71,3,55,-20,10
11/2/2022,70,3,53,23,10
11/3/2022,73,5,46,-22,10
11/4/2022,68,2,42,20,10
11/5/2022,63,0,60,27,10
11/6/2022,67,1,76,35,10
11/7/2022,67,4,80,-15,10
11/8/2022,63,0,67,-15,10
11/9/2022,66,4,64,36,10
11/10/2022,61,5,59,7,10
11/11/2022,58,0,64,-25,10
11/12/2022,55,5,69,-19,10
11/13/2022,54,4,71,7,10
11/14/2022,67,1,75,42,10
11/15/2022,66,0,69,25,10
11/16/2022,70,0,60,44,10
11/17/2022,70,2,59,44,10
11/18/2022,70,4,46,-15,10
11/19/2022,77,0,65,10,10
11/20/2022,74,2,66,27,10
11/21/2022,78,1,81,-7,10
11/22/2022,71,3,61,-5,10
11/23/2022,74,3,44,0,10
11/24/2022,65,4,34,-15,10
11/25/2022,63,0,33,20,10
11/26/2022,53,0,37,40,10
11/27/2022,58,0,48,-26,10
11/28/2022,65,5,50,14,10
11/29/2022,75,5,57,-13,10
11/30/2022,74,5,60,9,10
12/1/2022,74,1,60,19,10
12/2/2022,67,5,64,-8,10
12/3/2022,72,0,66,-19,10
12/4/2022,72,2,79,35,10
12/5/2022,72,4,81,22,10
12/6/2022,65,5,66,-25,10
12/7/2022,64,4,71,-1,10
12/8/2022,69,2,73,16,10
12/9/2022,73,2,70,16,10
12/10/2022,76,0,69,19,10
12/11/2022,74,4,54,-13,10
12/12/2022,67,1,67,22,10
12/13/2022,55,5,52,23,10
12/14/2022,54,2,58,36,10
12/15/2022,55,0,,27,10
12/16/2022,56,0,70,33,10
12/17/2022,55,0,66,-18,10
12/18/2022,66,4,69,-19,10
12/19/2022,69,0,54,15,10
12/20/2022,66,1,49,-28,10
12/21/2022,66,0,52,-18,10
12/22/2022,71,5,69,0,10
12/23/2022,80,0,87,36,10
12/24/2022,78,4,86,2,10
12/25/2022,73,5,87,0,10
12/26/2022,68,1,67,16,10
12/27/2022,67,1,62,-12,10
12/28/2022,65,3,46,-22,10
12/29/2022,67,5,47,1,10
12/30/2022,68,1,40,-1,10
12/31/2022,73,4,38,12,10
